,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
mouse1_lib1.final_cell_0011,-0.13659403,0.37348637,-1.32072,0.3367672,0.109422565,-0.4007171,-0.7629884,0.5857439,0.030066058,1.2496623,1.4801823,-0.15144658,-0.9657488,0.89230496,0.79423285,-1.2913089,1.0616292,-0.3030628,-1.1044225,-0.8474215,0.13623355,0.8518165,-1.8968958,1.4291679,-1.0891722,-0.55239165,0.26661748,-2.0751767,1.7285455,0.03848724,0.05701229,1.5316197,-2.211477,0.93646777,-1.7361544,1.3872559,0.53809536,-1.9995,0.8704002,0.03507772,0.7722148,-0.7731383,-1.2330357,0.15967533,0.7511709,0.22853953,-0.13139261,-0.42484343,-0.118478164,0.57053834
mouse1_lib1.final_cell_0012,0.18519302,0.49565268,0.8028943,-0.09010219,0.66131926,0.1901218,0.42785895,0.6651171,0.80354035,-0.076927274,0.23129381,-0.030685902,0.49321032,-0.6632254,-0.6543813,-0.76891685,-0.022798732,-0.11278187,0.13746396,0.6935908,-0.64732546,0.013361998,0.50932515,-0.051268116,0.09798233,0.02600151,-0.39435065,0.10055025,-0.12104039,-0.23368196,0.5841074,0.08733627,-0.65332264,0.13621627,-0.08567715,-0.5378899,-0.73613715,0.4818873,-0.1660185,-0.09607475,0.4197531,-0.7004703,0.9024627,-0.07052064,0.28070468,-1.0589659,0.12981224,0.3674515,-0.11035803,0.20754981
mouse1_lib1.final_cell_0013,0.120460495,0.29799214,0.5890445,-0.067978434,0.6362213,0.23799872,0.19424084,0.5818991,0.79034936,-0.079284936,0.2697334,0.087206215,0.5021748,-0.92466694,-0.6227528,-0.94028467,0.0834211,-0.10195854,0.15591969,0.48877904,-0.32301524,-0.15520248,0.6937234,-0.11798337,0.4139623,0.066679254,-0.34394664,0.08754209,-0.1532925,-0.24110785,0.60507023,-0.12037954,-0.51261574,0.038358152,-0.09935793,-0.5500136,-0.92890584,0.0812042,-0.30455172,-0.0783711,0.4197438,-0.38871413,0.80292416,-0.2457628,0.15621005,-0.80652755,0.20508218,0.6346492,0.021992523,0.47297102
mouse1_lib1.final_cell_0014,0.038707003,0.7083515,-0.16556047,1.3899214,0.723118,0.5923078,0.5652475,-0.7504489,0.2455844,0.5681455,0.23668453,-0.39200377,-0.3404221,-0.9067452,0.22916445,-0.14553905,0.17724857,0.42410332,0.25442228,-0.24705762,0.033964172,0.15923944,0.6958065,0.7210057,0.788965,0.580853,-0.47327226,0.57907,-0.21121903,-0.66102505,0.76039565,0.4192575,-0.14959487,0.2605983,-1.3580127,0.28185368,-0.07284382,-0.16118428,-0.4670191,0.021317296,0.19683914,-0.635203,-0.5822098,-1.602947,0.7199569,-0.71201384,0.13246673,0.55391896,0.122122675,0.47425514
mouse1_lib1.final_cell_0015,0.8236757,1.426158,0.39196092,-0.54652935,0.77591133,-0.097500384,1.0457574,1.3652643,0.6099477,-0.5380093,0.44073707,0.4869509,0.16518776,-0.1797208,-1.000973,-0.8627978,0.70540273,-0.48045215,0.017618105,0.52195877,0.44407976,-0.11543087,0.74223155,-0.15490088,-0.3609965,0.17130171,0.27524248,1.0152875,-0.29624796,-0.27700156,0.8318374,-0.35038218,-0.8960747,-0.12012261,-0.3533304,-0.45651224,0.21143106,0.7837294,-0.14269146,-0.3814471,0.78570104,-1.4598131,0.8325627,0.05819729,0.47615808,-1.5167259,0.33664456,0.20748337,-0.536574,0.055791274
mouse1_lib1.final_cell_0016,-0.26080418,0.30825526,-1.4737605,0.32666355,0.31157947,-0.38602626,-1.265665,0.42252392,-0.3625788,1.1963419,1.3245891,-0.3397751,-0.71728146,0.5193884,0.71201634,-1.5033355,0.767532,0.19760737,-0.14690948,-0.6800946,-0.7320374,0.8103857,-1.0698622,1.5622172,-1.0727298,-0.4679591,0.3359851,-1.0502355,1.4458672,-0.62629163,0.35470876,1.2619041,-2.498399,0.91240335,-1.1633372,1.2575206,0.76673245,-1.0544385,0.8817104,-0.514395,0.7728294,-0.3019328,-0.77795184,0.45693424,0.6109967,0.17840886,0.11796346,-0.16196732,-0.005395159,0.18311986
mouse1_lib1.final_cell_0017,0.9152878,1.690922,0.6576436,-0.3550079,0.93413824,0.13994363,1.004791,1.3143995,0.5229749,-0.36504346,0.35966915,0.15181106,0.011748832,0.05839473,-0.74327874,-0.8685107,0.7953961,-0.34685656,0.041046754,0.30763176,-0.14885993,0.0026938915,0.4100712,0.048286416,-0.5071121,0.01752077,0.5101949,1.161669,-0.16614497,-0.66205215,0.78647417,-0.060938448,-1.168161,0.25831804,-0.26562983,-0.3097385,0.1096912,0.59456277,0.4485309,-0.625666,0.7403239,-1.795538,0.9934435,-0.20438826,0.69539845,-1.2977867,0.1620736,0.40396607,-0.5162189,0.026893362
mouse1_lib1.final_cell_0018,0.5911882,0.5982271,0.16720782,-0.022669353,0.24511355,0.2663044,0.9159189,0.5926282,0.34645292,0.16751409,1.233293,1.3089491,-0.6867193,-0.085065186,0.090444475,-1.8412628,0.6043004,-0.8386486,-1.261131,-1.3483955,-0.23215573,1.3164294,-1.2297848,0.25346845,-0.73975724,-0.089709125,1.5561329,-1.220114,1.4211235,-0.33391994,0.56098866,0.22223943,-2.239831,0.80959475,-0.5895512,-0.263594,-0.3586703,-0.75436914,-0.0337615,-0.31109557,0.6294763,-1.0198014,-0.13251454,0.33777985,1.0489657,-0.5956654,-0.29073212,-0.37830603,-0.7908195,0.8033686
mouse1_lib1.final_cell_0019,-0.10448305,0.3747888,-1.3205167,0.43637598,0.21847713,-0.77272725,-0.76762056,0.6499709,-0.22420101,0.9880829,1.1938258,-0.6125985,-0.579881,0.58444,0.5002965,-1.2322335,0.8460183,-0.2583235,-0.62434036,-0.7701082,-0.34711653,0.8812729,-1.4324733,1.4107852,-1.0128466,-0.62797546,0.21960524,-1.4097053,1.5516723,-0.1016794,0.09948659,1.4059775,-1.8767073,0.8303392,-1.6964245,1.3396509,0.21762735,-1.6090788,0.9785224,-0.19536975,0.7717339,-0.7546836,-1.0285764,0.13730821,0.5897918,0.36678457,0.18546683,0.032893524,0.17337446,0.7582399
mouse1_lib1.final_cell_0020,-0.09375438,0.15989201,-1.471452,0.322619,0.075810105,-0.8490802,-0.9384665,0.405046,0.10344278,1.167838,1.3096353,-0.15107235,-0.8254993,0.9270006,0.8456688,-1.0359819,0.8169709,-0.29148397,-1.0430968,-0.74293244,0.05722235,0.65842414,-1.7121031,1.3042692,-0.6646318,-0.5893317,0.22794849,-1.7085541,1.8548585,0.03897126,-0.041051388,1.4511826,-1.6998556,0.973444,-1.7190698,1.0330724,0.13354108,-1.6358246,0.7512264,0.16031003,0.9205854,-0.74258405,-1.2065419,0.04578638,0.57919836,0.27877486,-0.109106794,-0.19213463,0.0036427528,0.6103111
mouse1_lib1.final_cell_0021,0.37456918,1.3265635,0.61547464,-0.17348436,0.8136893,-0.079496995,0.7569159,1.2636741,0.6468721,-0.07303975,0.4399646,0.14829487,0.23289157,-0.38193008,-0.7657999,-1.0677804,0.46107185,-0.62472385,-0.15976636,0.3999735,0.05575843,0.15277308,0.33724898,0.036056988,-0.321843,7.5683e-05,0.16043255,0.44542074,0.15905267,-0.4519474,0.7124592,-0.14518261,-1.4776471,0.2616711,-0.55480534,-0.3381423,-0.68666375,0.3954685,0.21265927,-0.6933893,0.5272857,-0.5940494,0.7587148,0.060338855,0.43058556,-1.3129361,0.30379647,0.40117842,-0.15983734,0.13970265
mouse1_lib1.final_cell_0022,0.5289641,0.90613693,0.56855726,-0.28901267,0.6674408,0.17346266,0.7111405,1.1426452,0.78551805,-0.044411346,0.3064209,-0.033217996,0.20894994,-0.4090011,-0.6177734,-0.7038837,-0.05629476,-0.7501479,-0.12794957,0.4819203,0.14484309,-0.28162724,0.103413895,-0.09359546,0.29217353,0.079689845,0.0026593804,0.14942686,0.13989177,-0.47559017,0.52065265,-0.1902233,-0.8303525,0.47786596,-0.37541378,-0.67724484,-0.9537221,0.48047224,0.13211104,-0.43434647,0.51407015,-0.80117166,0.790685,-0.36764747,0.37728804,-0.62262297,0.098008096,0.44452614,-0.15769275,0.05717714
mouse1_lib1.final_cell_0023,0.46258307,1.6985648,0.49595374,-0.1994769,0.85532916,0.17463586,0.6433783,1.2923477,0.6682536,0.0042071193,0.4199822,0.09045175,-0.22717081,-0.080797404,-0.6153085,-1.0716202,1.0117369,-0.5602128,-0.10082738,0.13487047,0.3050155,-0.054348446,0.59925514,0.029008046,-0.4122167,0.057854354,0.2842727,0.55670476,0.08017239,-0.5245755,0.67702806,0.010866702,-1.4434843,0.31984872,-0.62737525,-0.27735147,-0.40023395,0.31382176,0.10834527,-0.637783,0.5247493,-1.1507556,0.7254337,-0.33619463,0.48235956,-1.2290843,0.17037934,0.4882055,-0.16739583,0.13275516
mouse1_lib1.final_cell_0024,0.05010976,0.7735471,-0.3313493,1.3462782,0.63111585,0.4929615,0.83562577,-0.8955982,0.18518224,0.5147263,0.12054178,-0.3827568,-0.43697488,-0.46051198,0.16496134,0.15761375,0.1631238,0.5410299,0.11122222,-0.22663936,-0.19825606,0.13779557,0.80803376,0.6355181,0.794903,0.6853457,-0.73055947,0.44787472,-0.17544907,-0.39324218,0.7611518,0.7182864,0.13177651,0.354454,-1.6311082,0.16215102,-0.12127459,0.18546131,-0.8831576,0.13261315,0.16597551,-0.72341955,-0.63042176,-1.2793176,0.71585655,-0.93591,-0.16953027,0.4760133,0.006170869,0.3549013
mouse1_lib1.final_cell_0025,-0.09466599,0.5541139,-0.66153073,0.5336395,0.09335321,0.39977017,0.5440859,0.20696928,0.021441743,0.7133702,1.5980805,1.4738406,-1.4217443,0.5915985,0.15399098,-1.680598,0.9693307,-0.20268714,-1.8748208,-1.922147,0.07814027,1.913991,-1.8502342,0.82615995,-0.88953745,0.31051022,1.410003,-1.5482671,1.8729798,-0.20632054,0.4763233,0.77867997,-2.698256,1.0219028,-1.970504,0.33819824,0.06930712,-1.3571769,-0.4909936,0.36393207,0.45081043,-0.8070776,-1.0283524,0.17732438,1.3687222,-0.54810107,-0.54516274,-0.61795264,-0.25812483,1.0327568
mouse1_lib1.final_cell_0026,0.14028107,-0.43237853,-1.1122774,0.41363215,-0.04117933,1.1580027,-0.759966,0.44277498,0.2970296,1.0173576,2.2870715,1.9929905,-1.5001125,1.223753,0.5496057,-0.894628,0.4598563,-0.76877487,-2.7580042,-1.5640054,1.6669178,1.4524004,-3.2540193,1.1549455,-0.13465409,-0.041578725,0.8900113,-2.9061928,2.2218947,-0.22032185,0.08962925,0.9352913,-2.9209929,1.4251692,-2.5333803,0.87100023,0.062123448,-3.0651984,0.31858557,1.1743374,0.62940824,-0.32894838,-1.6665663,0.16852173,1.3995714,0.3377862,-0.8370146,-1.32621,-0.11457135,1.3859365
mouse1_lib1.final_cell_0027,0.07990232,0.28067914,-1.2865496,0.36446732,0.13730364,-0.6410694,-0.7815893,0.609623,0.43949968,1.065661,1.4485258,-0.06124282,-0.7144043,1.075465,0.9269903,-0.9293655,1.0017576,-0.6608136,-1.5772411,-0.74742424,0.39945722,1.0126379,-2.0072052,1.1309712,-1.0830464,-0.68241054,0.41084984,-2.3435485,1.8948976,0.1800236,-0.17987928,1.578535,-1.5556662,1.0238554,-1.4312081,0.91875845,-0.19215763,-2.2783892,0.7266429,0.16846776,0.79961455,-0.60919034,-1.2960788,0.11329767,0.5431448,0.19128144,-0.26386136,-0.56891537,-0.32815653,0.69432116
mouse1_lib1.final_cell_0028,0.09916403,0.39746538,-1.2661409,0.43561196,0.14183672,-0.5136248,-0.47166538,0.35503197,-0.1507556,1.0724632,1.3020763,-0.2181168,-1.108326,1.0540047,1.1799589,-1.3468523,0.9314221,-0.29504,-0.84450847,-0.7906213,0.24742477,0.6308929,-1.5445453,1.3733569,-0.85019684,-0.38320637,0.5795373,-1.5995393,1.6132623,-0.07622878,0.08221266,1.4956334,-1.9216108,1.0542836,-1.412086,0.97097915,0.55524004,-1.6470121,0.45109618,0.005647909,0.6379112,-0.853118,-1.323858,-0.23868737,0.70189106,0.15759015,-0.024336725,-0.81672806,-0.09964509,0.42002624
mouse1_lib1.final_cell_0029,0.76901674,1.6198997,0.68498015,-0.16411637,0.73281676,-0.103488386,0.8221864,1.1334546,0.2985124,-0.34049103,0.16723263,-0.1688779,0.12804289,-0.056921616,-0.43256983,-0.7843922,0.5476576,-0.34366286,0.013500483,0.3326587,-0.60895306,0.057045043,0.31355464,0.14024355,-0.38476095,-0.08983724,0.40835646,1.243618,0.1181663,-0.589532,0.81643796,0.14783208,-1.25545,0.52005064,-0.13856092,-0.40100327,-0.15146717,0.46758422,0.08600247,-0.765682,0.57320535,-1.5529499,0.9557855,-0.1215156,0.6088828,-1.3129053,0.37621105,0.41896117,-0.26412234,0.24404864
mouse1_lib1.final_cell_0030,-0.2118485,0.080124915,-1.6553676,0.27919573,0.08261734,-0.66545343,-1.1807641,0.35143337,-0.039536193,1.2124325,1.3097441,-0.38404438,-0.8227789,0.5977033,0.69390607,-1.2043581,0.70567536,-0.052140247,-0.4928609,-0.65584624,-0.00785476,0.5450144,-1.3830705,1.4120529,-0.6818861,-0.37625515,0.16130272,-1.4616077,1.5747617,-0.16173604,0.05862248,1.305884,-1.6711195,0.84360635,-1.5926734,1.1853776,0.50556433,-1.335948,0.67267257,0.074116796,0.8795972,-0.6051642,-1.1104294,-0.036595255,0.48505306,0.51367223,0.07671097,-0.17858012,0.11363512,0.4095828
mouse1_lib1.final_cell_0031,0.20193662,0.64989775,-0.82726824,-0.0073201274,0.3830172,-0.8086822,0.12278435,1.0252687,-0.06536667,0.61691296,0.92762244,-0.32186297,-0.3533743,0.45909315,0.1799464,-1.3888319,0.8586425,-0.28549042,-0.30902737,-0.14489487,0.2582916,0.08204818,-0.7735091,1.0010496,-0.6875303,-0.47929966,-0.013794929,-0.89439577,0.93201137,0.069609806,0.33310038,0.87357557,-1.8402727,0.487796,-1.4384441,1.0533878,0.12253323,-1.2193751,0.7912904,-0.4104021,0.8087487,-0.721521,-0.5007284,0.31394497,0.4437747,-0.098454356,0.15253493,0.052109987,-0.0049746856,0.46439278
mouse1_lib1.final_cell_0032,0.24544361,0.29973844,-1.3744394,0.44920236,0.1717244,-0.9779718,-1.1771536,0.4251228,0.36072737,0.80450034,1.1739035,-0.05253026,-0.67395854,1.0712276,0.6844579,-0.7116932,0.7423864,-0.21246806,-0.98508793,-0.33287653,0.20192562,0.8465981,-1.4897816,1.14735,-0.76880336,-0.4019887,0.31367788,-1.1857419,1.6725037,0.11364831,-0.12061736,1.4596496,-1.0837979,0.91683066,-1.2149886,0.46272755,0.3056682,-1.2269412,0.34070933,0.29416305,0.9074081,-0.8644248,-1.0509014,0.28608087,0.43172717,-0.17133051,-0.027391925,-0.95169705,-0.15813847,0.47958755
mouse1_lib1.final_cell_0033,-0.22043695,0.6041662,-0.48996532,1.1775262,0.6906494,-0.5309938,0.11313143,-0.0070052855,0.26368022,0.6102371,0.4629262,-0.3503009,0.10684195,-0.9638913,0.16201851,0.046788797,-0.010580175,0.0060387477,-0.06609158,-0.021854572,-0.14165884,0.9916132,0.21037796,0.9429172,-0.09640595,0.05610223,-0.16572942,0.59998643,0.50206,-0.7270317,0.44656348,0.23738557,-0.8132533,0.11431573,-1.0570678,0.08257662,0.08760774,0.23508081,-0.079220295,-0.017967515,0.5412594,-0.6807546,-0.7675196,-1.1181196,0.65915567,-0.7451097,0.65276676,0.5081433,0.052068777,0.43035513
mouse1_lib1.final_cell_0034,0.17058873,0.63608104,0.7268848,-0.23959862,0.53046167,-0.04817225,0.57849723,0.4722243,0.79968786,0.11602631,0.21609612,-0.12804738,0.4525953,-0.8894005,-0.45550758,-0.9373519,0.11760275,-0.13779697,0.21721177,0.57628536,-0.73765,-0.18856156,0.42283523,-0.04067561,0.14065908,0.05393164,-0.2843039,0.1898245,-0.08329064,-0.15402085,0.7310811,-0.05480492,-0.5700115,0.012685105,0.15413234,-0.51149565,-0.35243538,0.56732315,-0.15928069,-0.37936193,0.5663365,-0.6568114,0.7516984,-0.15606806,0.32233945,-1.1076664,0.2288234,0.5863416,-0.31480634,0.08085039
mouse1_lib1.final_cell_0035,0.45380288,0.69951934,0.8410267,-0.4633133,0.6091624,0.16195199,0.970178,0.85165834,0.98825216,0.06420565,0.23779255,-0.23337261,0.42684472,-0.4097727,-0.6266537,-0.57777286,0.080899924,-0.42214507,0.28436026,0.821885,-0.38638604,-0.4821367,0.16109131,-0.26928377,0.09029256,-0.06025573,-0.46863967,0.03213401,-0.34069458,-0.076900855,0.7032731,-0.069998175,-0.43986627,0.17386505,0.24222043,-0.4332235,-0.6146698,0.7889478,0.055259854,-0.35424587,0.57028687,-0.97047645,0.7677705,-0.23812772,0.37101096,-0.9119782,-0.12297304,0.26913673,-0.22223036,-0.27284926
mouse1_lib1.final_cell_0036,-0.19027622,0.5352125,-1.3158082,0.17396753,0.16397917,-0.5889861,-0.5824051,0.54917,0.053986415,1.0542613,1.1672516,-0.23737602,-0.9112195,0.7337348,0.93541574,-1.1827147,0.90931773,-0.25629148,-0.88561976,-0.56859326,0.21678649,0.47238976,-1.0008516,1.2523884,-0.81889117,-0.35867268,0.3132973,-1.4528081,1.5717285,-0.21082467,0.03622988,1.3197182,-1.8529294,0.83770823,-1.6049634,0.8625751,0.3413469,-1.3847964,0.3851971,0.07561088,0.75077116,-0.89862746,-0.868609,-0.328639,0.50999117,0.07720566,0.0813535,0.04920332,-0.2164152,0.37094462
mouse1_lib1.final_cell_0037,-0.24842359,0.26088294,-1.4645839,0.5705476,0.27395296,-0.5676445,-0.96695954,0.65506184,-0.110750094,1.0708314,1.3283848,-0.3778137,-0.63193965,0.4996196,0.3920944,-1.6138248,0.7566926,0.014237415,-0.57761115,-0.6163505,-0.22845952,0.9187148,-1.4363519,1.4609437,-0.9600596,-0.4108637,0.14220726,-1.5019337,1.4120414,-0.18585144,0.20095327,1.2919517,-2.001049,0.72713053,-1.6565694,1.2496296,0.24107596,-1.6127763,0.93749464,-0.24022382,0.6939716,-0.28334036,-0.8555671,0.5264673,0.55276203,0.2093823,0.039076008,-0.27201152,0.18325576,0.5021705
mouse1_lib1.final_cell_0038,-0.3646071,0.014170524,-1.6638489,0.42744446,0.3172241,-0.76844,-1.3660896,0.4272961,-0.14637817,1.1675383,1.2426046,-0.39412868,-0.5009399,0.4300964,0.55904925,-1.1816423,0.71644783,0.18720323,-0.20325184,-0.482202,-0.3528176,0.73519725,-0.8718146,1.4847046,-0.8831139,-0.5575106,-0.07436457,-1.2469712,1.4141133,-0.3244685,0.11985925,1.2785574,-1.9500921,0.6676309,-1.4754332,1.27685,0.3411995,-1.2248262,0.816653,-0.13795453,0.8614832,-0.23652062,-0.95656615,0.36619952,0.36649296,0.3255648,0.1150499,0.02058728,0.16067792,0.42046624
mouse1_lib1.final_cell_0039,0.16508009,0.48139802,-0.44552493,1.1980016,0.55055225,0.7003211,0.36984596,-0.25308034,0.08138879,0.29576483,0.4598507,-0.18828179,-0.45015967,-0.47074,0.30870864,-0.5127739,0.042458843,0.4945323,-0.06857675,-0.3120362,-0.26686344,0.43183833,0.14977507,0.80584335,0.38665417,0.38021916,-0.12436983,0.24432518,0.090429336,-0.76182455,0.65640163,0.6526741,-0.54244244,0.5448221,-1.2278891,0.26626605,-0.11139178,-0.55724174,-0.37281093,0.20143265,0.21906234,-1.1838268,-0.12404615,-1.093635,0.7789787,-0.375969,-0.024927676,0.2890513,0.038191736,0.49603832
mouse1_lib1.final_cell_0040,0.4331481,1.6004744,0.8641208,-0.17219482,0.81211746,0.3237225,0.81185174,1.0601728,0.5933925,-0.19403392,0.42628485,0.19058782,-0.090656355,-0.34157884,-0.7837472,-1.1518965,0.7613985,-0.51961815,-0.2477444,0.009814933,-0.10342714,0.41123474,0.5539023,0.01243937,-0.52494824,0.24487226,0.5791999,0.6476204,0.11544153,-0.6455834,0.74054354,-0.04397115,-1.4066243,0.26139715,-0.6248651,-0.40144557,-0.45433024,0.27602586,-0.084409654,-0.4563419,0.43747216,-1.0925558,0.83567125,-0.34019122,0.56634223,-1.3603666,0.29337227,0.5319312,-0.21068797,0.5055411
