,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
human1_lib2.final_cell_0160,49.686184,-11.230845,11.814141,16.485079,4.565011,26.865545,-4.2333617,-3.087081,16.327536,-11.210904,-20.373034,-1.3605949,2.5824878,4.2196794,-5.801021,1.2843702,-3.1026938,5.6026874,-1.6421163,-7.7579923,-8.514931,-9.349012,2.2635865,0.23605025,5.926722,7.359277,6.739795,4.4972434,-0.5456234,4.347067,3.7443209,4.122387,-2.1414433,-4.683568,-2.2354972,-3.256064,2.6774094,-0.8497119,5.512501,-1.4443485,4.3407526,-0.65328836,0.6527233,-4.0230036,4.3911915,-0.7126521,-1.7785132,-1.3118864,0.95751905,-0.37132338
human4_lib1.final_cell_0421,-29.025782,4.7310114,18.954525,-10.495606,-0.9594466,-7.8348856,-1.1486969,2.214185,-3.185306,2.777794,-9.49956,5.51798,-15.116706,3.4796946,-3.8125982,1.6429256,0.9027685,0.41253567,0.91875464,1.6905814,-0.33048123,-1.5949984,-0.6755511,0.93285245,-3.8487978,2.3427176,2.230178,-5.1805854,1.8080143,0.49175385,-2.4657695,-1.3233573,3.5246325,1.1002071,0.28576064,-0.56561923,0.48706424,2.3381243,2.0451946,-2.8050122,-0.5081724,-0.71981084,0.89812505,0.4897814,-0.4967109,-3.1734145,-0.12943874,-1.9398878,0.41418833,0.24936932
human3_lib4.final_cell_0319,-20.377977,-6.0241036,3.7625282,-24.708548,5.307435,22.809202,-0.21953693,-0.49577215,-4.7316504,4.277945,8.868379,0.57795984,-1.9691144,-4.556919,2.4156468,4.0702615,1.0265073,0.44682348,0.44233516,-0.45440567,0.9306205,0.49190828,-1.1712463,0.12230125,2.9257832,0.16292605,2.6761131,0.68685937,-4.074277,0.39734632,-1.311354,-1.5731573,0.84276766,-1.9868242,-0.32899606,0.9114219,-1.0977081,-0.8057179,0.2610945,-0.81744504,-0.3930199,1.6725376,-0.17281002,0.92844826,0.13171965,0.42096806,-1.2320791,-1.2795336,0.4225003,1.9292071
human1_lib2.final_cell_0539,56.000572,64.71599,0.53150266,3.7858222,55.50554,-6.881029,-5.672904,2.6529925,-7.3835325,-0.9490475,-1.7381614,3.0109692,1.1672713,-0.8132647,-1.106611,2.1405017,-2.8866866,1.5017493,0.33234152,-3.3933322,-3.4448326,0.16802198,1.2146164,2.0010107,0.12816197,-0.834089,-0.7557963,2.2509463,2.180229,-2.7579036,0.4627025,1.7659492,0.26309896,-2.944799,2.0779428,-3.7882826,-1.4501284,-1.5731127,2.721032,0.4133984,-2.735796,-3.9397826,-6.2832766,2.5194001,-3.7347891,-0.4411413,0.92260706,-0.32311073,2.9769716,4.4048853
human3_lib4.final_cell_0826,63.174156,-28.495245,19.94423,10.264966,0.5603084,17.86825,-4.219894,-1.1579924,15.047263,-14.2962675,-3.0182314,4.001642,-6.9972653,-5.064582,8.072349,0.22770354,-4.3210588,-2.8205175,0.056335624,7.6862974,10.700028,8.039192,-0.5765253,8.641529,-3.846417,-8.668321,-4.891743,-1.8613695,2.1289783,-2.917282,-0.38266265,-4.727325,2.5658016,3.2232716,-0.3663179,-1.3282589,-0.76007974,1.5962126,-2.9066782,-0.7514472,-2.4252493,0.1803481,0.44505367,3.5416737,-1.4087291,1.5958285,0.86458695,2.480994,1.9909967,0.87775445
human3_lib1.final_cell_0746,-21.051243,-0.2419228,5.362571,-21.367525,5.2287297,22.34377,2.8878095,-1.7841798,-9.731155,5.5979314,0.33584675,-1.8599622,4.0120897,-3.1099815,3.3796334,3.5050855,2.964401,5.4160743,1.6203495,-4.778327,6.004386,-5.3511147,-1.7597066,0.7028475,1.9953039,0.2373648,-1.2569412,2.927665,-0.62243307,-3.3441837,0.39198172,0.008124769,-2.0690775,1.0138315,1.2198607,2.091268,-2.5368042,-0.4440414,-0.926674,-2.6041222,-2.0204592,0.37321427,2.0628777,0.11596594,0.9348,-0.57526153,-1.5842365,0.94277686,1.8627565,2.3697827
human2_lib2.final_cell_0060,-24.871426,0.4571237,35.827274,-24.821203,-3.018187,-19.569876,-3.6963258,-14.250074,5.4232,-11.284607,2.5563173,-2.0707023,8.679767,6.163807,-4.0228558,-5.4156675,-3.78758,-0.62987226,-0.49356827,-0.1468792,1.0434078,4.948231,4.4805694,-2.134806,3.9819584,-0.020733476,-0.5394667,0.913667,-0.0830756,0.23879836,-0.5350103,-0.056587163,-1.8379917,-0.45508632,-0.64544266,0.33124924,0.14497495,-0.046476062,0.22456488,0.1427198,-0.44466874,0.7513109,-0.48057497,0.70046383,-1.5617701,0.09425697,-0.7717585,-1.6353432,-0.5089068,-0.49496186
human1_lib3.final_cell_0185,-14.615519,5.836125,16.579243,-16.477219,1.8260579,6.1913033,2.1507666,2.75444,-8.519227,2.332714,-12.517643,-2.726709,-1.3656888,-4.2400374,1.2848394,1.7194996,2.0955725,1.5679984,1.3679919,-4.396709,-0.9179115,-4.398336,-1.2706057,-0.8084946,-4.83968,-3.8341026,-4.200861,2.0808773,2.2595537,-0.9103394,4.1678553,0.86408335,-1.3456745,-0.5476539,0.8239652,-2.0331361,1.319728,-1.8841145,-1.8083358,-0.50654715,1.7960912,-0.6356267,-0.22476792,-1.0328479,-1.698904,-0.66201043,2.2540612,1.0025336,-1.682007,-2.5174458
human4_lib1.final_cell_0514,-30.97951,8.48456,-4.2112207,24.654205,-1.5296979,-1.1137481,-1.1032482,-2.1282244,6.7999387,15.116671,0.8716074,11.778807,-17.068249,4.7777457,-15.700815,2.2674923,-1.0114609,-4.2858663,1.8449931,3.6916184,3.3574789,2.4017107,4.471107,-0.014178127,1.0228457,-0.64815825,-0.62232953,0.82112384,1.619843,-0.7966343,1.7932636,1.1205187,-1.8540007,0.6410715,-1.2867488,1.8532194,-0.8603166,-4.0964355,2.8109543,-2.580142,0.23344898,2.248329,-0.3378128,1.1131724,-0.44760013,1.3607378,-1.8373135,-0.19718412,-0.2938234,0.020337254
human4_lib1.final_cell_0519,-24.818426,13.230199,41.214058,-9.440351,-2.7314131,-14.758848,-1.0806073,4.9126515,-1.3552288,11.036367,-15.544217,1.5342516,-4.866556,1.2106711,1.2736367,-6.761832,-1.8228468,2.0608833,-4.3373384,0.7974579,0.07938352,-5.7620397,-1.7459915,3.4864376,-0.3736527,2.196345,0.44429657,-1.9351968,3.4090297,-0.30496883,0.17453857,-0.99094003,4.2852488,0.43173233,2.4115217,0.4854653,-3.1028454,3.8032823,-3.1546984,2.079061,3.126385,-3.8817873,0.69297767,0.66608423,1.3630972,-2.0699096,1.2127571,0.34973985,-0.82095104,0.3411389
human3_lib1.final_cell_0742,-19.150831,-3.252698,10.094811,-25.76535,5.70486,21.936508,2.0627944,-0.31743327,-6.712749,5.845406,6.880905,1.3158274,-2.8531694,-7.3999133,5.7046204,1.4818156,1.5439137,4.9050884,0.07088921,-2.9954455,0.534574,0.34190208,-5.5295444,3.1231005,2.6207988,0.78004116,2.405317,2.0515175,-3.007183,-1.81232,0.91661745,-0.51531833,-0.5184404,-1.5208437,1.4836646,1.3843162,-2.843828,0.12634632,-1.5342568,-0.29723305,0.83432525,1.3157998,-0.068865925,1.1612153,1.8200641,1.0829343,-2.2421308,-0.29114062,0.8594738,1.6744899
human1_lib3.final_cell_0578,67.45856,-41.048225,50.519695,28.691849,-4.377674,-7.968295,-1.8827597,13.93073,-22.88203,0.09282267,5.86778,0.7628554,3.523829,0.71288264,13.015536,0.7706394,5.0276093,4.970892,-1.3112767,3.7753587,14.102459,2.7907531,13.231764,24.783104,2.708601,-9.622792,1.8073556,0.67753875,-1.4538603,8.100641,2.1528637,1.2365615,5.0466676,2.4384966,-10.636329,-5.1719127,1.0861139,5.684444,2.046982,-4.916341,-0.34181893,4.633962,-4.31852,-0.09267843,3.356208,-0.6273314,3.6821177,3.6373322,-4.836056,-1.6940749
human3_lib1.final_cell_0849,-14.321717,-6.520555,-13.666944,-10.003272,3.480327,13.158972,2.129451,12.71407,-3.9030995,-7.8580728,9.566556,2.6603532,-4.485456,0.21995334,6.487872,-4.3634186,0.37754396,8.071863,2.3870382,-4.113465,-0.44017297,5.0447083,-2.6522894,3.1385527,-4.1118717,2.9535284,2.0352945,0.67017365,4.881881,0.4271774,0.38318998,-2.0125673,-5.9536896,1.0103918,2.012173,1.6395407,0.27639815,1.2700204,-0.62029576,-2.6900952,0.026891425,3.3411188,-0.15061939,-1.4565452,0.93491954,-0.705925,-0.40421557,-1.2659444,0.94002354,2.1286952
human2_lib3.final_cell_0225,-29.326145,3.3231387,30.356733,-21.98778,-1.5471265,-16.653362,-2.1703594,1.3164018,-3.176328,-7.5889597,-6.758634,3.05421,-8.46846,3.0484312,-0.99568295,-3.3689685,-0.6719716,0.2790938,-1.1577407,0.25416237,-0.29091522,-2.1745687,-1.7163602,3.261857,-0.32447767,0.4577666,0.5911653,-1.5715487,-0.5828903,0.40741718,1.0614742,2.1932201,3.5971937,0.23794915,0.6405985,1.625982,-1.3324711,2.7038805,-0.32857877,1.3584437,1.8793659,-2.493243,1.2078836,0.40337712,1.4326223,1.1198161,-0.5675767,1.4488046,-0.020155612,2.1958532
human4_lib3.final_cell_0640,-28.14058,3.8237245,24.317356,-15.788005,-0.5189044,-13.224413,-0.7009957,2.4722056,-5.7606916,-0.082799524,-13.0673895,5.155391,-14.338131,4.854444,-4.2545896,0.73206085,0.622699,-0.03735338,0.2745072,2.290932,-0.2841242,-2.4248886,-0.6348611,3.6239183,-3.2156444,3.4018009,1.4977338,-5.802747,2.5822942,-0.9239673,-1.4188759,2.6330094,3.2401536,3.2185786,-0.095913805,1.0498979,-0.1652089,4.993095,1.7531424,-0.26163366,1.2721227,-2.7822747,1.2281432,2.2810323,0.4153394,-1.6578978,-0.6631493,-2.1871362,-0.63017476,2.0366895
human2_lib1.final_cell_0230,-27.569223,5.277348,31.044598,-18.83645,-3.046899,-12.404501,-3.4240112,-9.675372,2.9801426,-7.7981424,-1.065679,-2.3096683,3.9737725,-0.09228735,-0.65940106,-3.3655632,-0.8735098,1.3559518,-1.7496823,-2.4129047,-0.49557254,1.366657,1.8246741,-3.028681,0.579937,-2.2097087,-0.7284579,-0.32392904,0.30413395,3.830371,-0.7986597,-3.8626864,1.0103556,-2.5358174,-0.52386135,-0.5576634,-0.017630666,-2.7398486,0.64863235,-1.3098526,-0.92626065,0.89062494,-0.12668505,-0.4353335,-0.47675568,-0.8406721,1.3639877,-0.10791986,1.3197001,-2.34918
human1_lib3.final_cell_0399,-24.432959,11.187701,-4.326584,24.88771,0.7592858,12.171582,0.6916,-6.776088,-2.8798833,16.01827,-12.569457,-6.823201,12.651362,6.2568264,5.2053213,-12.996649,-5.0619435,-0.107406974,-6.0309443,-0.8899412,-1.5845287,0.09683056,-3.3150651,1.9862691,1.6083021,-4.5547895,-0.2423284,0.2343105,-2.4501157,-1.3522286,-0.1181348,1.2252532,-0.5738901,0.8892727,0.3347749,1.6095872,-1.7147778,2.6135433,0.055187773,-1.2426186,-0.6479402,0.24196218,1.1000971,-0.6116693,1.1165347,-0.44544396,-0.3253823,-2.455287,0.0784917,-0.53896594
human3_lib2.final_cell_0707,-10.872008,-5.837781,2.2556677,-21.76217,6.5010014,34.147305,-0.44458508,-2.6835525,1.0315273,17.518482,-0.42466393,-5.4014263,14.643397,4.015656,-8.044774,5.679599,-1.0467489,-2.63537,1.1781392,1.1908066,3.9877832,0.28554887,6.273626,-3.0030606,2.852936,0.41725665,-0.57160753,-0.96199995,4.3089647,1.2466303,-3.2231655,-0.46642748,4.0302887,3.829201,-1.0821533,0.124485396,0.32759407,1.4094559,1.8300161,2.288148,-0.5518866,-0.3638664,-0.20690586,-2.0836387,0.88467276,1.6217272,0.10234758,0.85941166,1.364924,1.2390202
human3_lib1.final_cell_0258,-11.021906,-8.0556555,3.8775191,-21.953661,5.048104,12.437783,0.3611518,-1.9264331,0.67340577,7.4483676,6.397573,4.5240626,-4.549333,-2.3603323,5.257017,0.61831176,0.96837515,2.2146635,-0.071425155,-2.5486653,-2.5851471,2.7152634,-3.6842017,3.2784095,-2.1799731,0.04331185,1.3583366,0.41701862,-3.50834,-1.8263512,1.5865542,2.6072063,-1.3982047,-0.12419349,0.44008803,-0.05424632,1.6613388,0.051426433,0.48661485,-0.72020674,-1.2885473,-1.008637,1.4083616,-1.6914141,-2.2122817,-1.6341054,1.3372524,-1.1128846,-1.3869535,-0.16062798
human1_lib1.final_cell_0204,-31.89489,4.112841,-9.489136,20.365604,-1.2497593,-0.748712,0.12529597,-0.8511985,-5.6536818,-2.905524,-8.389655,-4.6400447,1.2784,-3.805694,5.115806,2.0940042,2.483401,-2.0432255,0.60670155,2.7237082,-0.7648873,4.4446397,-1.3144377,-2.3217263,1.8599428,2.354328,-1.5974134,-0.12783979,-2.606787,-0.46214598,-0.31508496,1.2207509,0.72718793,1.4527782,-0.69541174,-1.7469817,2.308456,-1.3925092,-0.45028973,1.2858067,-1.6509935,1.0827293,-0.12826785,-0.028726704,0.5789454,-1.1988642,0.31265122,1.3862742,-0.47908363,1.7840142
human4_lib3.final_cell_0109,-21.501528,-7.5055056,-6.4627337,-18.351492,2.0734916,-4.924602,0.22342455,6.1371527,-6.4268193,-15.621559,0.275753,2.0349286,-12.592753,1.4408944,-8.452179,8.581083,2.7575352,-3.7574527,2.0713632,4.122161,0.7238197,-1.635346,-0.110856876,-0.009790286,-4.696417,0.36042655,2.8585632,-3.2757685,-1.7713358,-0.16547719,-0.41880846,2.7322588,-0.33722562,0.22660795,-0.8130169,-0.2097172,3.144171,0.5994899,2.1306133,-3.1097872,-1.4702109,1.333785,-0.254311,0.7597116,-0.40442246,-0.6182533,1.5069356,-0.4829499,-0.15662003,-0.8311353
human3_lib3.final_cell_0832,-20.370827,-6.0105777,-26.522072,5.4678297,2.0631714,9.488997,2.3858867,2.5644093,-7.51779,-16.466934,12.988541,0.64132094,-4.766637,2.8173194,7.649878,-5.4970155,-2.0075684,4.469394,0.51807225,-3.5505326,3.2959874,-1.6493917,1.8911275,-1.4422272,-0.72383994,4.115796,1.4119858,1.4733884,3.1982152,2.1103752,-1.6145856,-2.7474322,-1.0725887,1.6899934,0.8148218,-0.47816443,-0.12511232,0.44984266,-1.4795369,1.0234315,1.6439183,-0.54579365,-0.6828048,1.0178014,0.24119657,0.17878833,-0.5516156,-1.4455888,-1.5056536,0.44572523
human3_lib3.final_cell_0114,-10.988573,-2.084037,7.159351,-25.485031,4.8339458,29.927265,-0.9258809,0.49449107,-2.5710945,12.189243,-2.097971,-5.1332045,8.04444,-2.242479,-4.001787,8.151367,1.6205258,-2.2859094,1.7176079,0.4889534,3.516481,-1.360004,7.728714,-5.168454,4.074114,-0.6538201,-1.46537,0.16389814,4.1414537,3.0842972,-0.6025697,-1.3960549,4.374365,-0.333306,-1.2616836,-0.4694007,-0.84772474,0.16716489,-0.31158298,1.7674115,1.9440762,-1.0185782,-0.45442367,0.4544757,-1.2836647,0.7705791,1.3514155,0.13945907,-2.2799008,-0.20367482
human1_lib3.final_cell_0166,-9.6090765,-4.9907618,-27.008493,7.822007,0.29501534,7.28267,0.52301395,3.321051,-7.586934,-8.266856,-8.058188,-7.8487444,9.923898,17.552742,-14.950635,3.961115,-2.8358755,-5.4550176,3.1973786,2.0830495,-1.7713774,2.761548,-5.6439414,2.0650208,-3.3613386,-5.460306,4.864159,2.2839282,-1.8948126,2.4997969,2.5956013,0.40083474,2.7861898,-0.057023894,1.6971791,-0.37008125,-1.4844924,-1.2829959,-2.2375705,0.039267283,1.7998257,1.8693526,-0.9210567,1.8496873,-0.17287509,-0.5418169,0.3288858,0.28970388,-0.4253866,1.1785848
human3_lib1.final_cell_0867,-21.086267,-2.1137679,-23.701044,6.60482,1.4703546,8.569039,2.1003635,2.7897682,-9.278075,-16.331,8.215886,0.91377115,-5.973565,2.326742,7.9448237,-3.37269,-0.79958516,5.3676333,1.0583631,-2.705158,3.7339637,0.039025504,1.9998099,-1.4467094,-1.3935577,5.140597,1.8530709,1.4999845,4.6427197,1.4076419,-1.5393264,-4.249008,-1.1668113,1.0963113,0.8529087,0.08766594,-1.4235893,-0.31372163,-0.24659859,-0.30541718,1.695638,-1.1028725,-0.48828056,0.21744794,-0.44662255,1.2172904,-0.7237184,-0.6836992,-0.666178,-1.296695
human1_lib3.final_cell_0667,-8.727831,-4.409954,-28.669329,10.406748,1.1089566,10.910806,0.41517946,2.3257,-5.235196,-7.17163,-9.185246,-7.401576,11.958507,22.358437,-16.026718,0.55751926,-4.096778,-3.226661,1.5448829,1.6220818,-1.2452371,2.7155085,-8.477149,5.2917295,-3.6277523,-5.234835,7.1937566,3.7741704,-1.0064516,5.3753138,4.176537,1.2088562,5.390154,-1.0671792,1.1529872,1.0986143,-4.605291,-2.052732,-1.2997618,1.5973682,1.957112,1.9536672,-0.63940567,0.1820536,0.4781925,-0.12682521,1.5864941,-1.1050684,0.1431188,0.6122317
human4_lib3.final_cell_0385,56.644123,59.83485,-16.07372,-13.734788,-49.43606,-0.45358682,-4.1346474,-4.002718,2.8538399,2.7327309,6.166464,-23.777876,-10.942265,3.1308773,0.3817821,-1.6771978,7.286093,-0.14366081,3.2451146,-1.945959,-1.0798696,0.7838465,1.55395,3.634933,0.30781817,-2.0460227,1.0937219,1.1753091,1.8760285,-3.6404772,-4.1535387,0.59597504,0.29206103,-2.209171,-2.7219634,0.06212798,1.1903812,-0.71689785,-0.50550014,0.5370576,-0.27061388,0.14824164,1.343684,-0.15864097,-0.32849234,0.74677706,-0.21177179,-0.25209862,0.3015757,-0.25224552
human3_lib1.final_cell_0375,-22.03006,-0.9317082,10.827279,-21.782682,3.8706625,18.948494,-0.43645915,-3.1514595,-6.6952195,5.009989,-1.7627263,-4.4130425,5.570195,-6.1618357,1.8145735,2.633913,1.9402568,0.6337194,0.6174458,-1.0423887,2.8081608,-3.7897089,0.66541046,-2.4042544,1.3196967,-1.8702658,-2.3995767,2.182409,-0.42552447,0.9709553,-0.71008795,-1.3248298,-2.581291,-0.6086277,-2.05896,1.3586245,-1.0345731,-3.3577054,0.1658988,0.2733188,-0.44033304,0.6861792,0.08161388,0.7475983,-0.86894995,0.5787882,-0.45564383,-1.1480604,-0.6551496,0.7260766
human4_lib3.final_cell_0266,-31.147867,6.094943,-15.032727,21.843569,-1.8154066,0.050682176,0.4877544,-0.09060673,-3.7123773,-5.651046,-0.054482736,1.277627,-7.441598,-2.9673991,2.4614615,-3.3533206,0.11334738,0.7776878,-0.09254252,0.4256947,2.3490424,3.2127151,1.151232,-2.2969549,2.228088,0.14072797,2.228196,5.4507995,1.5912285,2.3284013,0.3416316,-0.101612724,0.22170746,1.772784,0.19919665,0.32896802,-0.8967231,1.8096259,-0.11385065,-0.35042995,-0.23352043,-2.3864665,0.44144195,-1.6351845,-0.28658575,0.3767265,1.197081,-0.716071,0.8277004,-1.3454245
human3_lib3.final_cell_0533,-14.639601,-0.49454707,13.528719,-25.1296,5.0872245,31.155077,-0.5546173,-2.6340625,-2.0260594,13.7208185,0.12244009,-4.1245685,7.5047865,-5.2205844,0.63958883,3.5461564,1.2310827,1.256313,0.42633846,-1.0372939,3.2082548,-0.17975014,3.715439,-3.9165614,5.754337,-0.60765857,-1.4392197,0.6069417,2.8463366,3.4155445,-0.20812173,-2.031088,2.8096411,-2.4241133,-1.4193572,0.5084189,-2.1690588,-1.1530592,-1.0479449,1.3428066,1.9401782,0.2339627,-0.2895161,0.4917396,-1.2224708,0.10866013,1.0190942,-0.82469475,-1.4650332,0.959895
human4_lib3.final_cell_0606,-28.462633,7.3781424,-10.311105,27.36555,0.073024206,0.7175898,0.5587536,-8.312834,4.0516086,10.92046,1.4475583,9.494668,-12.249609,7.236326,-13.141172,1.4841846,-0.50408757,-0.28750584,0.9338899,2.573902,5.108165,0.8884192,1.2085431,2.056409,1.0190148,0.12207995,-0.45583978,0.47797945,-0.733927,-0.9136331,2.364633,2.7538218,-0.26209915,-0.96064055,-2.1571853,2.2651305,-3.069891,-3.9832292,-0.3765276,0.91054577,-0.11659549,1.4769666,-0.5244208,-1.0788622,-1.0333776,1.1954899,0.884741,-0.072182685,-0.05337634,-1.0998906
human3_lib1.final_cell_0631,-11.349115,-4.993291,-0.57778656,-25.133907,5.235723,29.28363,1.2370905,-1.0359662,-3.455321,7.95032,1.3305373,-3.0547056,9.557542,1.3330829,-6.656047,7.403129,2.2917883,-2.1254842,2.034264,0.75792235,3.9694204,-0.77554935,4.0324335,-1.223154,3.2284591,1.2620026,-0.8661034,0.7042248,3.1635811,-2.5852184,0.039869405,1.0683575,2.0705214,3.5557606,1.7367667,0.6902246,-0.78806686,2.6530583,0.4113615,-0.8855069,-0.48326415,0.45908248,0.14875585,-0.29687488,1.4759324,0.69086105,-0.15299702,2.6278517,2.6239097,1.0446664
