,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
human1_lib2.final_cell_0160,0.16234303,1.271047,-0.6774647,-0.03582157,-0.45463434,0.13405026,-0.3042215,-0.38621923,-0.57015413,0.20693953,0.7654993,0.36115938,-0.062003814,0.79588175,0.46757293,0.21636274,0.3089813,0.93230486,-1.5014261,-0.748501,0.16954094,0.42844766,0.17157507,0.020716853,-0.8796356,0.4073972,-0.035114132,0.30120173,0.8435614,0.55831045,0.6087211,0.75571054,-0.12912285,0.4011618,0.62552065,-0.53042185,0.24929316,0.83574843,0.6977053,-0.051870264,-0.5752355,0.41130632,0.08256358,-1.0139284,0.20614053,-1.0964563,0.5778644,0.45804405,-0.16934204,-0.03263837
human4_lib1.final_cell_0421,0.844652,0.18991806,-0.74977255,0.15801214,-0.4137158,0.3400579,0.30877548,0.2950139,0.65200603,0.0007324219,-0.7142227,-0.071633235,0.5111889,0.48036724,0.31704843,-0.10180272,0.31251413,-0.38747922,0.39511552,-0.5262508,0.20850089,0.438495,0.41827875,0.5176862,0.60027254,0.33367687,0.36399335,0.46162164,0.10893478,0.3115434,0.99590695,-0.20688269,-0.8902708,0.38292718,0.743835,0.2652909,0.81784415,0.51441795,-0.05643449,0.26878288,0.7065888,0.36484596,-1.3529463,0.6636532,0.31292164,0.73743325,-0.66885227,-0.011118993,0.5488525,0.43787408
human3_lib4.final_cell_0319,0.8820493,0.19036035,-0.41628855,-0.27979589,-0.71630335,0.16427387,0.2794943,0.58843327,0.8374788,0.42084214,-0.61990106,-0.114668444,0.7623321,0.21660945,0.68583065,-0.12023595,0.69511956,-0.93298006,0.64531934,-0.64828146,-0.15222248,0.38072905,0.5466554,0.55441123,0.413329,0.032891165,-0.24628365,0.24860896,-0.021207303,0.320567,0.6150794,-0.21695665,-0.95064586,0.35055354,0.58255696,0.7001147,0.7239701,0.5642718,0.32242733,0.08985331,1.2427182,-0.086183384,-1.392076,0.41283146,0.56127465,0.19202119,-0.48125678,0.40603018,0.33166546,0.46230257
human1_lib2.final_cell_0539,0.20341155,0.71077496,0.0952445,0.48945183,0.8203315,0.5503217,-0.11107479,-0.47147736,-1.0871836,-0.21470194,0.9380226,-0.22145681,0.24105906,0.09938419,0.09629764,0.7301028,-0.73815954,0.5788659,-1.3094265,-0.18089494,-0.18975133,0.5669694,-0.39074636,-0.69651467,-0.925534,0.32600665,0.6262152,0.43191,0.2660848,0.47057933,0.6676634,0.73705995,0.04126356,-0.088825904,0.7503312,-1.2365104,0.25231105,0.61067796,-0.5827367,0.5369943,-1.4092236,0.13502029,0.6611125,-0.15966338,-0.07623047,-1.1141415,0.07747999,0.49640316,0.051800862,-0.09798983
human3_lib4.final_cell_0826,0.39303175,1.5656943,-0.14776361,0.17316414,0.09704634,0.97905684,-0.3921439,-0.37796453,-0.4337086,0.02403529,0.8690599,-0.20412032,-0.5497906,1.0125941,0.83084744,0.04935029,0.2816832,1.3040483,-2.8117979,-0.7301263,-0.15016648,0.27246898,0.23869911,0.03239142,-0.8130398,0.8730198,-0.1251892,0.35506538,0.1734824,0.37415951,0.36083746,0.014864549,0.27757484,0.39378658,0.46998096,-1.4891938,0.5847737,0.8632559,0.9739135,0.264895,-0.9235915,0.7696389,0.23435444,-1.5154797,-0.16190517,-1.1272901,0.5319056,0.66549313,-0.2374832,0.021787912
human3_lib1.final_cell_0746,0.7416024,0.13911684,-0.28780338,-0.2262332,-0.1831817,-0.064674094,0.15028243,0.69460905,0.7244975,0.28367025,-0.5369067,0.18999511,0.41898027,0.17741291,0.42994684,0.009435341,0.59716135,-0.8735744,0.75256205,-0.30463275,-0.18843958,0.6754675,0.3871699,0.37184942,0.43584508,-0.19400774,0.24216534,0.24693517,-0.17918395,0.50382024,0.77641374,-0.49007952,-0.6878276,0.6173917,0.46512717,0.746487,1.0118122,0.3445377,-0.09744389,0.20726901,1.2924857,-0.37471196,-0.8876211,0.48990253,0.20024252,-0.21786505,-0.50528574,0.3988359,0.48492193,0.47832823
human2_lib2.final_cell_0060,0.7375122,0.21907224,-0.9644205,-0.067867264,-0.5619402,0.2884838,0.13980095,0.3825637,0.38773698,-0.16371708,-0.85907423,-0.028551638,0.7798579,0.67802423,0.41748926,0.0411835,0.4494766,-0.27381253,0.14697617,0.12952447,0.43934053,0.7196885,0.3293755,0.010322742,0.52631575,0.19261524,0.025425583,0.41318363,0.17190862,-0.18231902,1.3012582,-0.3473293,-0.81235945,0.53314936,0.5064397,0.67642725,0.71449244,0.117115706,-0.17535251,0.2367611,0.8374614,-0.026655432,-0.73786193,1.1795108,0.1274286,-0.024531567,-0.7957839,0.07779523,0.09498599,0.21946888
human1_lib3.final_cell_0185,0.65239275,0.08803809,-0.5539342,0.16323416,-0.38434625,0.036240704,0.017590933,0.46449187,0.57559437,0.29025304,-0.5563916,0.26570565,0.5372324,0.29577965,0.3224674,-0.2672097,0.1449147,-0.19355853,0.7833697,-0.103991434,0.24182174,0.6693155,-0.013135575,0.1036428,0.68370044,0.01463481,0.33007407,0.33637843,0.22778831,0.31247962,0.62899524,-0.1752878,-0.19638053,0.32376483,0.48915577,0.45661232,0.43858844,0.31022248,-0.10274351,0.047608662,0.83295697,0.13551386,-0.77635074,0.55493605,0.2121866,0.06857496,-0.4197005,0.3331797,0.22704187,0.20439391
human4_lib1.final_cell_0514,-0.48289427,-0.71513313,-0.6666331,0.14744796,0.64594036,0.5339697,0.144098,-0.0525952,0.5744304,0.08661447,-0.47340298,-0.1432892,0.377445,-0.16228926,0.46856004,-0.06270997,0.19760062,0.46622,0.22638214,0.37162882,0.12106868,0.076200485,0.08220336,-0.21021664,0.30127016,0.18569964,0.5130882,0.32140917,0.1790778,0.13502225,1.0352341,-0.10595614,0.59223676,0.41110882,0.69213074,0.8983247,0.9429569,0.017466221,-0.014225733,-0.106377356,-0.5349632,0.28705338,-0.10251212,0.15325278,0.45636037,0.97711515,-0.30628705,-0.045466855,0.58170104,0.3451439
human4_lib1.final_cell_0519,0.8666105,-0.039277717,-0.8852568,0.05688479,-0.25911367,0.19567822,-0.38587934,0.4609846,0.5312614,-0.04054433,-1.0855131,0.030613255,0.1792405,0.24321823,0.05752082,-0.49232164,0.1908511,-0.021899357,0.51727545,0.5827185,0.21455595,0.42613167,0.25131908,0.44661573,0.4809995,0.36117357,0.32161498,0.30933297,0.27295965,-0.21513993,0.9870474,-0.5500185,-0.33686087,0.8598221,0.4593125,0.18791714,0.41703504,0.47583386,-0.06686308,0.25206712,0.48361164,0.2575648,0.06455949,1.1456525,0.13324401,0.23826487,-0.69481957,-0.14971714,0.14978607,0.82605
human3_lib1.final_cell_0742,0.55398303,0.33795583,-0.19225574,-0.31532133,-0.7967485,0.28245145,0.24362235,0.6134894,0.87718326,0.451832,-0.3245882,0.4591974,0.6796995,0.25208467,0.5684612,-0.249193,0.64469445,-0.7242186,0.46272075,-0.69509673,-0.2885205,0.4176728,0.0625394,0.5926817,0.4514894,0.2932508,-0.21049953,0.173231,0.028088003,0.5521975,0.5884821,-0.11112274,-0.8943222,0.3331891,0.67596036,0.55805147,0.82933724,0.4819084,0.26024458,0.36167043,1.1530161,-0.18447995,-1.2288144,0.35985336,0.36354816,0.087302014,-0.5836404,0.48788297,0.2704638,0.42813313
human1_lib3.final_cell_0578,0.54542536,0.8454369,0.17908382,0.8532921,-0.2944944,0.5893419,-0.33146077,-0.33453086,-0.40844697,0.03637822,0.28517938,0.3034649,-0.38011584,0.4633866,0.5656238,-0.42861226,0.041119494,0.65614295,-1.1104562,0.3665976,-0.1283212,0.45632914,0.23155263,-0.3152556,0.07785767,0.7851794,0.31918132,0.40536803,0.023158446,0.17768803,0.5143606,-0.29232773,0.48700085,0.075492,0.5164867,-1.0643947,0.18494542,0.23447396,0.61831737,0.33479208,-0.5545625,0.94553155,0.50108165,-0.038421467,-0.027010959,-0.83432835,0.31279925,0.15495203,0.0930748,0.28956228
human3_lib1.final_cell_0849,0.79253715,-0.13897745,0.78284246,-0.03366104,0.51729983,-0.13325109,-0.5781662,0.3785022,1.1248007,0.16247673,-0.462642,-0.07104446,-0.04870098,0.6589748,0.6600261,-0.31954238,-0.48535264,0.8608707,-0.22451115,0.44229913,-0.40942687,0.39132285,0.45629597,-0.8292894,0.4011575,0.7005538,-0.3915231,0.23944008,0.35852915,0.8094948,0.99952,0.15893304,0.59639126,0.3250864,0.58712167,0.36597726,-0.8495321,0.58814645,0.33704564,0.20567629,0.8000775,-0.03167412,-0.30192193,0.029868059,-0.3649532,0.10462368,0.10657076,0.3558819,0.027671702,0.33048815
human2_lib3.final_cell_0225,0.89585966,0.22972192,-0.5592872,0.2613759,-0.5831314,0.21713267,0.39162052,0.39014137,0.71942717,-0.027210623,-0.75436276,-0.15081725,0.6381595,0.55200225,0.5177565,-0.1322217,0.30763566,-0.4964559,0.3937825,-0.62662834,0.13256076,0.6092941,0.5270199,0.42979136,0.6373543,0.31208017,0.13457593,0.28353205,0.19664553,0.1248253,1.3126754,-0.40724185,-0.9151996,0.46883604,0.88234633,0.41341826,0.5424556,0.42816046,-0.24538064,0.459416,0.8562666,0.14656685,-1.1379696,1.2028471,0.101768345,0.2524998,-1.1788063,0.06504889,0.15838052,0.56709075
human4_lib3.final_cell_0640,0.8804682,0.7003066,-0.74485517,0.18992408,-0.48501927,0.65330946,-0.019662626,0.3469195,0.5237397,0.06693056,-1.0355629,0.04002196,0.26054004,0.40713984,0.60086966,-0.20988959,0.04756941,-0.13044965,0.20941603,-0.15398529,-0.0511264,0.46256295,0.6015976,0.87171674,0.7681103,0.36980957,0.2090412,0.37530392,0.4005443,0.09205279,0.7081277,-1.1634972,-0.7739564,0.4810812,0.64544815,0.37952682,0.73945564,0.48030683,0.100456156,0.4526699,0.9896731,0.8299744,-0.9194122,0.78743416,-0.017279688,0.8662133,-0.5271808,-0.16683932,0.29969627,0.56643885
human2_lib1.final_cell_0230,1.0720074,0.12484138,-0.8345533,0.0941682,-0.57897377,0.28787166,0.089384764,0.31858057,0.3596009,-0.127553,-0.99011123,-0.07302476,0.8170015,0.4100238,0.2140117,-0.163481,0.4293421,-0.20403948,0.39408922,-0.0610321,0.33885828,0.6535628,0.03728336,0.09407277,0.42320558,0.11040559,0.040935002,0.3511204,0.15994504,0.15263298,1.1139874,-0.1527887,-0.9647941,0.22368678,0.36104816,0.38816234,0.75384414,0.4612067,-0.13316561,0.2032305,0.6844768,-0.2105171,-0.86620015,1.0451124,0.19296055,0.24439962,-0.8478742,0.03894648,0.2762481,0.21884465
human1_lib3.final_cell_0399,-1.0396744,-0.8083112,-0.3192599,-0.32301867,0.42920735,0.11221682,0.46129143,0.71761155,0.6213949,0.33739468,-0.10068633,0.32300323,0.07740227,0.48027426,0.35038698,-0.0455081,-0.13345446,0.18703395,0.58547336,-0.002848953,0.12023289,0.5135356,-0.28099245,-0.10531061,0.43322083,-0.36349285,0.35951585,0.23180124,0.7394806,-0.060477823,0.88256377,0.633131,1.0192577,0.35109916,0.4328124,0.40002277,0.41891983,-0.23765366,-0.36357418,-0.27209234,-0.27440265,0.04487155,0.14493129,0.44757307,0.62771475,-0.33474272,0.39103162,0.13556162,0.18342416,0.51304096
human3_lib2.final_cell_0707,0.86459917,0.33539742,-0.8644293,-0.34141955,-0.65331495,0.15352571,-0.016911864,0.43563798,0.44549716,0.2162056,-0.23052242,-0.1576544,0.08744207,0.38700545,0.43505687,-0.15920562,1.0473897,-0.76142085,0.20182365,-0.52442694,0.31689593,0.58429134,0.49863875,0.32072562,-0.33085322,0.07881417,0.27723324,0.30213097,0.32304293,0.01265125,0.66105187,0.500925,-0.6980635,0.36023495,0.27946168,0.37189206,0.9404315,0.5711421,0.13557962,-0.18042031,1.0229554,-0.16991389,-0.8353542,0.12011772,0.7876756,-0.48503363,-0.1554474,0.41869068,0.3127523,0.11390425
human3_lib1.final_cell_0258,0.77088577,0.44748712,-0.2127498,0.13056855,-0.70974725,0.22734292,0.2977203,0.6922293,0.66825104,0.5310158,-0.36430082,-0.16004007,0.2850439,0.4740065,0.5123591,-0.091724575,0.5075588,-0.48167998,0.19163108,-0.9900096,0.15880838,0.52747416,0.051199242,0.68951553,0.5218507,0.046997946,-0.13324156,0.35566223,0.2581216,0.33316183,0.05340819,-0.25259957,-0.385884,0.18340819,0.16023977,-0.00815624,0.3031002,0.5292253,0.2528704,0.21388844,0.9528013,0.09317877,-1.1258104,0.06613864,0.31257677,0.07882247,-0.060283877,0.6451516,0.44699588,0.23295224
human1_lib1.final_cell_0204,-1.0119987,-1.053465,0.09072667,-0.020220526,0.33040985,0.13059501,0.5782647,0.64457715,0.5989615,0.41338813,-0.13509229,0.31124112,0.5301677,-0.029584583,0.20088086,-0.07001927,-0.06998791,0.15078565,0.5353292,0.4407379,-0.0747182,0.34153003,-0.43760422,-0.23449671,0.7761233,0.0266338,0.42849696,0.4048398,0.43597698,0.12718679,0.88877475,0.36094028,1.0509777,0.102858245,0.43955612,0.4659702,0.34054276,-0.57255095,-0.2779647,0.14885658,-0.72828746,0.022304442,-0.0015664399,0.68602353,0.22761598,0.27558574,0.04421944,0.13191271,0.40976572,0.31708878
human4_lib3.final_cell_0109,0.9872771,0.31611258,0.014034182,0.18819305,-0.48692766,0.062938005,0.33178794,0.35057688,0.42218077,0.1778271,-0.91482544,-0.15143007,0.5038713,0.2999745,0.8631633,-0.017905153,0.24468167,-0.2711726,0.61224186,-0.53099346,0.012274601,0.32444656,0.17034826,0.49038485,0.7749561,0.36997008,0.05173415,0.56168175,0.41489846,0.3016443,0.82228434,-0.64089024,-0.86855,0.06730632,0.44907266,0.33733767,0.723155,0.17360635,-0.02088625,0.38150233,0.9428889,0.6686213,-1.5613794,0.7302722,-0.00031812862,0.8522839,-0.4757399,0.13182035,0.4724077,0.6066541
human3_lib3.final_cell_0832,-1.1449442,-0.85355216,0.9696402,-0.22611777,0.16638875,0.29341495,0.64956915,0.8270031,0.8251305,0.6129758,0.1804969,0.23372425,0.24682257,0.29498687,0.30756104,0.044202983,0.19241233,-0.047926053,0.13877004,-0.06618143,-0.58957857,0.08068518,-0.39213988,0.39180169,0.6972244,0.2497589,-0.22452015,0.080141544,0.14912651,0.43702477,0.31977654,0.73195297,0.8637145,-0.10140755,0.5188575,0.13606837,0.40125743,-0.4237949,0.22338375,0.036396645,-0.21909711,-0.039459888,-0.44553143,-0.2662099,0.33698016,0.06752291,0.3229737,0.6172387,0.737509,0.25901777
human3_lib3.final_cell_0114,0.81108916,0.63732535,-0.72694325,-0.14231576,-1.3928462,0.21145646,0.29952294,0.4981968,0.68204707,0.34309164,-0.17197338,0.088188455,0.36540043,0.4749305,0.58020127,-0.31891298,1.0118147,-0.78291345,0.28387845,-1.0346894,0.415244,0.4695229,0.4015355,0.26011556,0.10807276,0.19274074,0.26373369,0.48194262,0.76095057,0.23518278,0.75213426,0.17094815,-0.77209646,0.45891303,0.51329195,0.81460094,0.706043,0.5634734,0.35733908,0.1378279,1.334419,0.027651306,-1.2143924,0.23587018,0.65208405,-0.039171867,-0.49599308,0.5462653,0.016333073,0.033396438
human1_lib3.final_cell_0166,-1.3467438,-0.5764228,0.44582784,-0.507088,0.1137462,0.13232638,0.5622896,0.62809,0.27539486,0.33629924,-0.12679183,0.09479077,0.38822672,0.23424552,0.48502952,0.1877965,-0.15586564,0.32635698,0.11375042,0.27050668,-0.18715912,0.13032167,-0.1412375,0.5471545,0.38507438,-0.24634282,0.21603927,0.52776825,1.2143886,-0.27672482,0.7950286,0.23644456,0.8895883,-0.055836737,0.20416965,0.8632294,0.26961964,-0.55571514,-0.18948424,0.07612916,-0.5352099,0.63050723,-0.060213506,0.38169053,0.27745032,-0.030310763,0.46226227,0.443387,0.3722751,0.20951
human3_lib1.final_cell_0867,-1.0103585,-0.8024438,0.94847625,-0.086879134,0.029528253,0.13961913,0.5246208,0.5966652,0.8510491,0.2645971,-0.110947244,0.24369936,0.44809422,0.20164861,0.28709275,-0.1353447,0.25249594,0.12714604,0.042405866,-0.065325916,-0.36400294,0.09749898,-0.4076745,0.16166326,0.63679904,0.009232804,0.056171373,0.25397173,0.15171032,0.533588,0.5602892,0.3185467,1.0026125,0.018259339,0.4243363,0.42334023,0.51548046,-0.11116472,0.25313547,0.020172141,-0.2801033,-0.098923184,-0.35736716,0.08621711,0.24105567,0.24019948,0.15841343,0.60925055,0.69527406,0.14904964
human1_lib3.final_cell_0667,-1.8894272,-0.6143672,0.2959783,-0.41923714,0.103136845,-0.017946012,0.6451547,0.60990083,0.08729683,0.37808526,0.25005394,0.052643288,0.14900982,0.22233386,0.4191585,0.6027354,-0.26035303,0.340894,0.009474866,0.1312927,-0.18168059,0.018457144,-0.036478966,0.72586244,0.22236973,-0.04399939,0.27381462,0.39288965,1.3990954,-0.028269947,0.965069,0.22745901,0.9726402,0.11076854,0.292742,0.89247215,0.32013538,-0.765625,0.0300847,0.26459792,-0.7697241,0.6303469,0.36566877,0.13146609,0.3059793,0.040327255,0.48287022,0.47212,0.27140337,0.33411735
human4_lib3.final_cell_0385,0.35400268,1.5727944,-0.8683949,-0.070503384,0.3454005,0.9611763,-0.2922692,-0.6636188,-0.7331508,-0.15923665,1.0383732,0.2795168,-0.020022146,0.28730413,1.1575457,0.75469637,0.19578536,1.1428399,-2.0034754,-0.79380745,0.23715317,0.6484189,0.10698442,-1.6831706,-1.2919102,0.40769047,0.57215804,0.58667564,0.8653836,0.9746964,0.7543637,-0.15474594,-0.22397894,0.22563085,0.3904544,-1.126717,1.2138982,0.50307554,-0.35204235,0.4763944,-1.1795677,0.3574295,-0.12652683,-0.3197009,0.34238595,0.27078193,0.79508543,0.29446846,0.2741801,0.049465552
human3_lib1.final_cell_0375,1.058344,0.40984458,-0.73339,-0.17985986,-0.59568,0.2673638,0.1815929,0.5875304,0.76813084,0.28255108,-0.4651063,0.15904717,0.6123966,0.40004456,0.12407787,-0.18200994,0.53752184,-0.5686429,0.31820795,-0.0508632,0.32956943,0.338749,0.39679658,-0.066301994,0.46591955,-0.13856053,0.24902916,0.49713206,-0.008015342,0.28101552,0.80662555,-0.175494,-0.61579615,0.51731294,0.43283683,0.4097934,0.87425345,0.6330746,0.33029106,0.17545202,0.9775986,-0.28645012,-1.0660658,0.22535068,0.21609199,-0.31412297,-0.5004981,0.38134703,0.23607993,-0.22417514
human4_lib3.final_cell_0266,-0.83921474,-1.0639908,0.45982188,-0.0010186359,0.37687474,-0.08719571,0.5572838,0.61273944,0.66743773,0.27855483,-0.2593823,0.1904469,0.3475961,-0.068152845,0.44006455,-0.062438406,0.2782957,0.30832592,0.42979133,0.2678283,-0.20535329,0.11435962,-0.44756877,-0.3894405,0.7461854,0.1277916,0.33238223,0.29082665,0.32946607,0.50119513,1.1807076,0.15580055,0.8881327,0.23833781,0.56071115,0.5907575,0.6667111,-0.5079408,-0.06978906,0.27438393,-0.66042346,-0.07260399,-0.12064245,0.4692921,0.13409054,0.46438247,-0.20260686,0.2008065,0.426504,0.4881668
human3_lib3.final_cell_0533,0.78574246,0.29791838,-0.7168375,-0.08524634,-1.0552919,0.17736796,0.18903886,0.5234425,0.62392056,0.30005008,-0.23453338,-0.10440683,0.37910944,0.33582315,0.38684422,-0.1536428,0.7958783,-0.767086,0.3925388,-0.6795034,0.30490485,0.41472727,0.1922136,0.22758734,-0.043280296,0.37897342,0.12849852,0.37655097,0.4803161,0.2666362,0.8945242,0.11390522,-0.750334,0.39982164,0.27226067,0.46276942,0.9446156,0.44784304,0.35746962,0.15759099,1.154533,-0.29979244,-0.8672068,0.3937779,0.51197714,-0.074680574,-0.7019249,0.4007663,0.0644445,0.14135593
human4_lib3.final_cell_0606,-1.1150405,-1.0090466,-0.5374167,-0.20389353,0.80049765,0.28177738,0.9028756,0.14778054,0.71677184,0.0900344,-0.32662505,0.14276288,0.11331571,0.22125539,0.046496376,0.037153244,0.2848457,0.7618108,-0.050302036,0.58676696,0.00802118,0.06634486,0.149825,0.14768353,0.4986646,0.035561398,0.59835845,0.4867041,0.5889881,0.25955024,1.5012883,0.17285872,0.70981055,0.44626868,0.93312544,0.5560826,0.9615216,-0.6021977,-0.36652732,-0.03619309,-0.8664064,0.20732349,-0.20482126,0.088551514,0.28371802,0.7627725,-0.173015,-0.14760117,0.75126135,0.22720812
